sms,label,Spam/NonSpam,Word_length,preprocessed_text
"Thanks honey but still haven't heard anything I will leave it a bit longer so not 2 crowd him and will try later - great advice thanks hope cardiff is still there!
",0,Non Spam,32,honey havent heard anyth leav bit longer <number> crowd tri great advic hope cardiff
"Do you want a New Nokia 3510i Colour Phone Delivered Tomorrow? With 200 FREE minutes to any mobile + 100 FREE text + FREE camcorder Reply or Call 8000930705
",1,Spam,29,nokia colour phone deliv tomorrow <number> free minut ani mobil + <number> free text + free camcord repli <phone>
", im .. On the snowboarding trip. I was wondering if your planning to get everyone together befor we go..a meet and greet kind of affair? Cheers, 
",0,Non Spam,27,snowboard trip plan everyon togeth befor goa meet greet kind affair cheer
"S.i'm watching it in live..
",0,Non Spam,5,sim watch live
"see you then, we're all christmassy here!
",0,Non Spam,7,christmassi
"K I'm ready,  &lt;#&gt; ?
",0,Non Spam,5,readi <>
"what are your new years plans?
",0,Non Spam,6,year plan
"RECPT 1/3. You have ordered a Ringtone. Your order is being processed...
",1,Spam,12,recpt <number><number> order rington order process
"Baaaaaaaabe! Wake up ! I miss you ! I crave you! I need you!
",0,Non Spam,14,baaaaaaaab wake crave
"Only just got this message, not ignoring you. Yes, i was. Shopping that is
",0,Non Spam,14,onli thi messag ignor ye shop
"Dear :-/ why you mood off. I cant drive so i brother to drive
",0,Non Spam,14,dear whi mood drive brother drive
"When did dad get back.
",0,Non Spam,5,dad
"Can you tell Shola to please go to college of medicine and visit the academic department, tell the academic secretary what the current situation is and ask if she can transfer there. She should ask someone to check Sagamu for the same thing and lautech. Its vital she completes her medical education in Nigeria. Its less expensive much less expensive. Unless she will be getting citizen rates in new zealand.
",0,Non Spam,70,shola pleas colleg medicin visit academ depart academ secretari current situat transfer someon check sagamu thing lautech vital complet medic educ nigeria expens expens citizen rate zealand
"Yes just finished watching days of our lives. I love it.
",0,Non Spam,11,ye finish watch day live love
"Juz go google n search 4 qet...
",0,Non Spam,7,juz googl search <number> qet
"Many times we lose our best ones bcoz we are 
",0,Non Spam,10,mani time lose bcoz
"Good FRIENDS CaRE for each Other.. CLoSE Friends UNDERSTaND each Other... and TRUE Friends STaY forever beyond words, beyond time. Gud ni8
",0,Non Spam,22,good friend care close friend understand true friend stay forev word time gud
"Just getting back home
",0,Non Spam,4,
"Sorry, I'll call later  &lt;#&gt; mins
",0,Non Spam,6,sorri ill <> min
"Dun need to use dial up juz open da browser n surf...
",0,Non Spam,12,dun dial juz open browser surf
"As one of our registered subscribers u can enter the draw 4 a 100 G.B. gift voucher by replying with ENTER. To unsubscribe text STOP
",1,Spam,25,regist subscrib enter draw <number> <number> gb gift voucher repli enter unsubscrib text
"Awesome, plan to get here any time after like  &lt;#&gt; , I'll text you details in a wee bit
",0,Non Spam,19,awesom plan ani time <> ill text wee bit
"Take care and sleep well.you need to learn to change in life.you only need to get CONVINCED on that.i will wait but no more conversations between us.GET CONVINCED by that time.Your family is over for you in many senses.respect them but not overemphasise.or u have no role in my life.
",0,Non Spam,50,care sleep wellyou learn chang lifey onli convinc thati wait convers usget convinc timeyour famili mani sensesrespect overemphasiseor role life
"For your chance to WIN a FREE Bluetooth Headset then simply reply back with ""ADP""
",1,Spam,15,chanc win free bluetooth headset simpli repli adp
"You also didnt get na hi hi hi hi hi
",0,Non Spam,10,didnt
"Ya but it cant display internal subs so i gotta extract them
",0,Non Spam,12,ya display intern gotta extract
"If i said anything wrong sorry de:-)
",0,Non Spam,7,anyth wrong sorri
"How stupid to say that i challenge god.You dont think at all on what i write instead you respond immed.
",0,Non Spam,20,stupid challeng godyou dont write respond
"Yeah I should be able to, I'll text you when I'm ready to meet up
",0,Non Spam,15,yeah abl ill text readi meet
"V skint too but fancied few bevies.waz gona go meet &othrs in spoon but jst bin watchng planet earth&sofa is v comfey; If i dont make it hav gd night
",0,Non Spam,30,skint fanci bevieswaz gona meet othr spoon jst bin watchng planet earthsofa comfey dont hav gd night
" says that he's quitting at least5times a day so i wudn't take much notice of that. Nah, she didn't mind. Are you gonna see him again? Do you want to come to taunton tonight? U can tell me all about !
",0,Non Spam,41,quit leasttim day wudnt notic nah didnt mind gonna taunton tonight
"When you get free, call me
",0,Non Spam,6,free
"How have your little darlings been so far this week? Need a coffee run tomo?Can't believe it's that time of week already …
",0,Non Spam,23,littl darl thi week coffe tomoc believ time week alreadi
"Still at west coast... Haiz... Ü'll take forever to come back...
",0,Non Spam,11,west coast haiz ull forev
"MMM ... Fuck .... Merry Christmas to me
",0,Non Spam,8,mmm fuck merri christma
"alright. Thanks for the advice. Enjoy your night out. I'ma try to get some sleep...
",0,Non Spam,15,alright advic enjoy night ima tri sleep
"Update your face book status frequently :)
",0,Non Spam,7,updat face book statu frequent
"Just now saw your message.it k da:)
",0,Non Spam,7,messageit
"Was it something u ate?
",0,Non Spam,5,someth ate
"So what did the bank say about the money?
",0,Non Spam,9,bank money
"Aiyar dun disturb u liao... Thk u have lots 2 do aft ur cupboard come...
",0,Non Spam,15,aiyar dun disturb liao thk lot <number> aft cupboard
"Hey they r not watching movie tonight so i'll prob b home early...
",0,Non Spam,13,hey watch movi tonight ill prob earli
"Yar lor... How u noe? U used dat route too?
",0,Non Spam,10,yar lor noe dat rout
"2mro i am not coming to gym machan. Goodnight.
",0,Non Spam,9,mro gym machan goodnight
"Dont think you need yellow card for uk travel. Ask someone that has gone before. If you do its just  &lt;#&gt; bucks
",0,Non Spam,22,dont yellow card travel someon ha befor <> buck
"Can u look 4 me in da lib i got stuff havent finish yet.
",0,Non Spam,14,<number> lib stuff havent finish
"Sounds great! Im going to sleep now. Have a good night!
",0,Non Spam,11,sound great sleep good night
"Don't b floppy... b snappy & happy! Only gay chat service with photo upload call 08718730666 (10p/min). 2 stop our texts call 08712460324
",1,Spam,23,dont floppi snappi happi onli gay chat servic photo upload <phone> pmin <number> text <phone>
"How come u got nothing to do?
",0,Non Spam,7,noth
"Nothing will ever be easy. But don't be looking for a reason not to take a risk on life and love
",0,Non Spam,21,noth easi dont reason risk life love
"i want to grasp your pretty booty :)
",0,Non Spam,8,grasp pretti booti
"I've got it down to a tea. not sure which flavour
",0,Non Spam,11,ive tea flavour
"I'm going 2 orchard now laready me reaching soon. U reaching?
",0,Non Spam,11,<number> orchard lareadi reach reach
"Dear i am not denying your words please
",0,Non Spam,8,dear deni word pleas
"You know my old Dom I told you about yesterday ? His name is Roger? He got in touch with me last night and wants me to meet him today at 2 pm
",0,Non Spam,33,dom told yesterday roger touch night meet today <number>
"COME BACK TO TAMPA FFFFUUUUUUU
",0,Non Spam,5,tampa ffffuuuuuuu
"2 celebrate my bday, y else?
",0,Non Spam,6,<number> celebr bday els
"Merry christmas to u too annie!
",0,Non Spam,6,merri christma anni
"Please tell me you have some of that special stock you were talking about
",0,Non Spam,14,pleas special stock talk
"I sent them. Do you like?
",0,Non Spam,6,
"Awesome, be there in a minute
",0,Non Spam,6,awesom minut
"And that is the problem. You walk around in ""julianaland"" oblivious to what is going on around you. I say the same things constantly and they go in one ear and out the other while you go off doing whatever you want to do. It's not that you don't know why I'm upset--it's that you don't listen when i tell you WHAT is going to upset me. Then you want to be surprised when I'm mad.
",0,Non Spam,76,problem walk julianaland oblivi thing constantli ear whatev dont whi upsetit dont listen upset surpris mad
"I've told you everything will stop. Just dont let her get dehydrated.
",0,Non Spam,12,ive told everyth dont dehydr
"Or I guess  &lt;#&gt;  min
",0,Non Spam,5,guess <> min
"I'm home. Ard wat time will u reach?
",0,Non Spam,8,ard wat time reach
"If you want to mapquest it or something look up ""usf dogwood drive"", that's the tiny street where the parking lot is
",0,Non Spam,22,mapquest someth usf dogwood drive tini street park lot
"Aight should I just plan to come up later tonight?
",0,Non Spam,10,aight plan tonight
"Die... I accidentally deleted e msg i suppose 2 put in e sim archive. Haiz... I so sad...
",0,Non Spam,18,die accident delet msg suppos <number> sim archiv haiz sad
"Welcome to UK-mobile-date this msg is FREE giving you free calling to 08719839835. Future mgs billed at 150p daily. To cancel send ""go stop"" to 89123
",1,Spam,26,welcom ukmobiled thi msg free free <phone> futur daili cancel send <number>
"This is wishing you a great day. Moji told me about your offer and as always i was speechless. You offer so easily to go to great lengths on my behalf and its stunning. My exam is next friday. After that i will keep in touch more. Sorry.
",0,Non Spam,48,thi great day moji told offer alway speechless offer easili great length behalf stun exam friday touch sorri
"Thanks again for your reply today. When is ur visa coming in. And r u still buying the gucci and bags. My sister things are not easy, uncle john also has his own bills so i really need to think about how to make my own money. Later sha.
",0,Non Spam,49,repli today visa buy gucci bag sister thing easi uncl john ha realli money sha
"Sorry I flaked last night, shit's seriously goin down with my roommate, what you up to tonight?
",0,Non Spam,17,sorri flake night shit goin roommat tonight
"He said i look pretty wif long hair wat. But i thk he's cutting quite short 4 me leh.
",0,Non Spam,19,pretti wif long hair wat thk cut quit short <number> leh
"""CHEERS FOR CALLIN BABE.SOZI CULDNT TALKBUT I WANNATELL U DETAILS LATER WENWECAN CHAT PROPERLY X""
",0,Non Spam,15,cheer callin babesozi culdnt talkbut wannatel wenwecan chat properli
"Hey u still at the gym?
",0,Non Spam,6,hey gym
"Much better now thanks lol
",0,Non Spam,5,lol
"Nothing, smsing u n xy lor. Sorry lor da guys neva c u in person but they sort of know u lor. So u wan 2 meet them xy ask me 2 bring u along 4 our next meeting.
",0,Non Spam,39,noth smsing xy lor sorri lor guy neva person sort lor wan <number> meet xy <number> bring <number> meet
"Lemme know when I can swing by and pick up, I'm free basically any time after 1 all this semester
",0,Non Spam,20,lemm swing pick free basic ani time <number> thi semest
"Wa... U so efficient... Gee... Thanx...
",0,Non Spam,6,effici gee
"3. You have received your mobile content. Enjoy
",1,Spam,8,<number> receiv mobil content enjoy
"S but not able to sleep.
",0,Non Spam,6,abl sleep
"Want explicit SEX in 30 secs? Ring 02073162414 now! Costs 20p/min
",1,Spam,11,explicit sex <number> ring <phone> cost pmin
"We will meet soon princess! Ttyl!
",0,Non Spam,6,meet princess ttyl
"I'll pick you up at about 5.15pm to go to taunton if you still want to come.
",0,Non Spam,17,ill pick <number>pm taunton
"Oh :-)only 4 outside players allowed to play know
",0,Non Spam,9,onli <number> outsid player play
"I anything lor.
",0,Non Spam,3,anyth lor
"Erutupalam thandiyachu
",0,Non Spam,2,erutupalam thandiyachu
"Y cant u try new invention to fly..i'm not joking.,
",0,Non Spam,10,tri invent flyim joke
"No..its ful of song lyrics..
",0,Non Spam,5,noit ful song lyric
"What do u reckon as need 2 arrange transport if u can't do it, thanks
",0,Non Spam,15,reckon <number> arrang transport
"True lov n care wil nevr go unrecognized. though somone often makes mistakes when valuing it. but they will definitly undrstnd once when they start missing it.
",0,Non Spam,27,true lov care wil nevr unrecogn somon mistak valu definitli undrstnd onc start
"Shopping? Eh ger i toking abt syd leh...Haha
",0,Non Spam,8,shop eh ger toke abt syd lehhaha
"What not under standing.
",0,Non Spam,4,stand
"have * good weekend.
",0,Non Spam,4,good weekend
"Miss call miss call khelate kintu opponenter miss call dhorte lage. Thats d rule. One with great phone receiving quality wins.
",0,Non Spam,21,khelat kintu opponent dhort lage rule great phone receiv qualiti win
"Call me when you get the chance plz &lt;3
",0,Non Spam,9,chanc plz <<number>
"The new deus ex game comin early next yr
",0,Non Spam,9,deu game comin earli
"My computer just fried the only essential part we don't keep spares of because my fucking idiot roommates looovvve leaving the thing running on full  &lt;#&gt; /7
",0,Non Spam,27,comput fri onli essenti dont spare becaus fuck idiot roommat looovvv leav thing <> <number>
"My friend, she's studying at warwick, we've planned to go shopping and to concert tmw, but it may be canceled, havn't seen  for ages, yeah we should get together sometime!
",0,Non Spam,30,friend studi warwick weve plan shop concert tmw cancel havnt age yeah togeth sometim
"Probably a couple hours tops
",0,Non Spam,5,probabl coupl hour
"LOL .. *grins* .. I'm not babe, but thanks for thinking of me!
",0,Non Spam,13,lol grin babe
"Man this bus is so so so slow. I think you're gonna get there before me
",0,Non Spam,16,man thi slow gonna befor
"Hope this text meets you smiling. If not then let this text give you a reason to smile. Have a beautiful day.
",0,Non Spam,22,hope thi text meet smile thi text reason smile beauti day
"In case you wake up wondering where I am, I forgot I have to take care of something for grandma today, should be done before the parade
",0,Non Spam,27,case wake forgot care someth grandma today befor parad
"Latest Nokia Mobile or iPOD MP3 Player +£400 proze GUARANTEED! Reply with: WIN to 83355 now! Norcorp Ltd.£1,50/Mtmsgrcvd18+
",1,Spam,18,latest nokia mobil ipod mp player +<cur><number> proze guarante repli win <number> norcorp ltd<cur><number>mtmsgrcvd+
"SMS SERVICES. for your inclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with STOP, no extra charge. help 08702840625.COMUK. 220-CM2 9AE
",1,Spam,22,servic inclus text credit goto <url> login= qxj unsubscrib extra charg <phone>comuk <number>cm
"Nvm take ur time.
",0,Non Spam,4,nvm time
"So wat's da decision?
",0,Non Spam,4,wat decis
"Wot is u up 2 then bitch?
",0,Non Spam,7,wot <number> bitch
"She told to hr that he want posting in chennai:)because i'm working here:)
",0,Non Spam,13,told post chennaibecaus work
"Mobile Club: Choose any of the top quality items for your mobile. 7cfca1a
",1,Spam,13,mobil club choos ani qualiti item mobil cfcaa
"When are you guys leaving?
",0,Non Spam,5,guy leav
"He neva grumble but i sad lor... Hee... Buy tmr lor aft lunch. But we still meetin 4 lunch tmr a not. Neva hear fr them lei. Ü got a lot of work ar?
",0,Non Spam,34,neva grumbl sad lor hee buy tmr lor aft lunch meetin <number> lunch tmr neva hear lei lot work
"Not able to do anything.
",0,Non Spam,5,abl anyth
"Ü takin linear algebra today?
",0,Non Spam,5,takin linear algebra today
"This weekend is fine (an excuse not to do too much decorating)
",0,Non Spam,12,thi weekend fine excus decor
"Sorry I missed you babe. I was up late and slept in. I hope you enjoy your driving lesson, boytoy. I miss you too ... *teasing kiss*
",0,Non Spam,27,sorri babe late slept hope enjoy drive lesson boytoy teas kiss
"Now project pa. After that only i can come.
",0,Non Spam,9,project pa onli
"Money i have won wining number 946 wot do i do next
",1,Spam,12,money wine number <number> wot
"Sure, whenever you show the fuck up &gt;:(
",0,Non Spam,8,whenev fuck >
"That was random saw my old roomate on campus. He graduated
",0,Non Spam,11,random roomat campu graduat
"Men always needs a beautiful, intelligent, caring, loving, adjustable, cooperative wife. But the law allows only one wife....
",0,Non Spam,18,men alway beauti intellig care love adjust cooper wife law onli wife
"That sucks. So what do you got planned for your yo valentine? I am your yo valentine aren't I?
",0,Non Spam,19,suck plan yo valentin yo valentin
"Just got part Nottingham - 3 hrs 63miles. Good thing i love my man so much, but only doing 40mph. Hey ho
",0,Non Spam,22,nottingham <number> mile good thing love man onli mph hey
"What to think no one saying clearly. Ok leave no need to ask her. I will go if she come or not
",0,Non Spam,22,clearli leav
"Hi good mornin.. Thanku wish u d same..
",0,Non Spam,8,good mornin thanku
"DO U WANT 2 MEET UP 2MORRO
",0,Non Spam,7,<number> meet morro
"Actually I decided I was too hungry so I haven't left yet :V
",0,Non Spam,13,actual decid hungri havent left
"I've sent ü my part..
",0,Non Spam,5,ive
"Cos i was out shopping wif darren jus now n i called him 2 ask wat present he wan lor. Then he started guessing who i was wif n he finally guessed darren lor.
",0,Non Spam,34,shop wif darren <number> wat wan lor start guess wif final guess darren lor
"I want some cock! My hubby's away, I need a real man 2 satisfy me. Txt WIFE to 89938 for no strings action. (Txt STOP 2 end, txt rec £1.50ea. OTBox 731 LA1 7WS. )
",1,Spam,35,cock hubbi real man <number> satisfi txt wife <number> string action txt <number> txt rec <cur><number>ea otbox <number> ws
"Understand. his loss is my gain :) so do you work? School?
",0,Non Spam,12,understand loss gain work school
"HOW ARE U? I HAVE MISSED U! I HAVENT BEEN UP 2 MUCH A BIT BORED WITH THE HOLIDAY WANT 2 GO BAK 2 COLLEGE! SAD ISNT IT?xx
",0,Non Spam,28,havent <number> bit bore holiday <number> bak <number> colleg sad isnt itxx
"Hiya, probably coming home * weekend after next
",0,Non Spam,8,hiya probabl weekend
"Don't forget though that I love you .... And I walk beside you. Watching over you and keeping your heart warm.
",0,Non Spam,21,dont forget love walk besid watch heart warm
"I wish things were different. I wonder when i will be able to show you how much i value you. Pls continue the brisk walks no drugs without askin me please and find things to laugh about. I love you dearly.
",0,Non Spam,41,thing differ abl valu continu brisk walk drug askin pleas thing laugh love dearli
"Ok both our days. So what are you making for dinner tonite? Am I invited?
",0,Non Spam,15,day dinner tonit invit
"Gr8 new service - live sex video chat on your mob - see the sexiest dirtiest girls live on ur phone - 4 details text horny to 89070 to cancel send STOP to 89070
",1,Spam,34,servic live sex video chat mob sexiest dirtiest girl live phone <number> text horni <number> cancel send <number>
"I have no money 4 steve mate! !
",0,Non Spam,8,money <number> steve mate
"IM LATE TELLMISS IM ON MY WAY
",0,Non Spam,7,late tellmiss
"Normally i use to drink more water daily:)
",0,Non Spam,8,normal drink water daili
"Dare i ask... Any luck with sorting out the car?
",0,Non Spam,10,dare ani luck sort car
"Party's at my place at usf, no charge (but if you can contribute in any way it is greatly appreciated) and yeah, we got room for one more
",0,Non Spam,28,parti place usf charg contribut ani greatli appreci yeah room
"Urgh, coach hot, smells of chip fat! Thanks again, especially for the duvet (not a predictive text word).
",0,Non Spam,18,urgh coach hot smell chip fat especi duvet predict text word
"Hiya. How was last night? I've been naughty and bought myself clothes and very little ... Ready for more shopping tho! What kind of time do you wanna meet?
",0,Non Spam,29,hiya night ive naughti bought cloth veri littl readi shop tho kind time wanna meet
"FreeMsg Hi baby wow just got a new cam moby. Wanna C a hot pic? or Fancy a chat?Im w8in 4uTxt / rply CHAT to 82242 Hlp 08712317606 Msg150p 2rcv
",1,Spam,30,freemsg babi wow cam mobi wanna hot pic fanci chatim win utxt rpli chat <number> hlp <phone> msgp rcv
"I've been trying to reach him without success
",0,Non Spam,8,ive tri reach success
"when you and derek done with class?
",0,Non Spam,7,derek class
"Never y lei... I v lazy... Got wat? Dat day ü send me da url cant work one...
",0,Non Spam,18,lei lazi wat dat day send url work
"Never try alone to take the weight of a tear that comes out of ur heart and falls through ur eyes... Always remember a STUPID FRIEND is here to share... BSLVYL
",0,Non Spam,31,tri alon weight tear heart fall eye alway rememb stupid friend share bslvyl
"Hey mate. Spoke to the mag people. We‘re on.  the is deliver by the end of the month. Deliver on the 24th sept. Talk later. 
",0,Non Spam,25,hey mate spoke mag peopl deliv month deliv sept talk
"Haha, my friend tyler literally just asked if you could get him a dubsack
",0,Non Spam,14,haha friend tyler liter dubsack
"""Hey! do u fancy meetin me at 4 at cha  hav a lil beverage on me. if not txt or ring me and we can meet up l8r. quite tired got in at 3 v.pist ;) love Pete x x x""
",0,Non Spam,42,hey fanci meetin <number> cha hav lil beverag txt ring meet quit tire <number> vpist love pete
"Great. Have a safe trip. Dont panic surrender all.
",0,Non Spam,9,great safe trip dont panic surrend
"""SYMPTOMS"" when U are in love: ""1.U like listening songs 2.U get stopped where u see the name of your beloved 3.U won't get angry when your
",0,Non Spam,27,symptom love <number>u listen song <number>u belov <number>u angri
"Sun ah... Thk mayb can if dun have anythin on... Thk have to book e lesson... E pilates is at orchard mrt u noe hor...  
",0,Non Spam,25,sun thk mayb dun anythin thk book lesson pilat orchard mrt noe hor
"Try to do something dear. You read something for exams
",0,Non Spam,10,tri someth dear read someth exam
"Gettin rdy to ship comp
",0,Non Spam,5,gettin rdi ship comp
"I am in hospital da. . I will return home in evening
",0,Non Spam,12,hospit return
"PISS IS TALKING IS SOMEONE THAT REALISE U THAT POINT THIS AT IS IT.(NOW READ IT BACKWARDS)
",0,Non Spam,17,piss talk someon realis point thi itnow read backward
"Think + da. You wil do.
",0,Non Spam,6,+ wil
"I'm awake oh. What's up.
",0,Non Spam,5,awak
"Good afternoon my boytoy. How goes that walking here and there day ? Did you get that police abstract? Are you still out and about? I wake and miss you babe
",0,Non Spam,31,good afternoon boytoy goe walk day polic abstract wake babe
"How much u trying to get?
",0,Non Spam,6,tri
"Come around  &lt;DECIMAL&gt; pm vikky..i'm otside nw, il come by tht time
",0,Non Spam,12,<decimal> vikkyim otsid nw tht time
"Tell me again what your address is
",0,Non Spam,7,address
"Should i buy him a blackberry bold 2 or torch. Should i buy him new or used. Let me know. Plus are you saying i should buy the  &lt;#&gt; g wifi ipad. And what are you saying about the about the  &lt;#&gt; g?
",0,Non Spam,43,buy blackberri bold <number> torch buy plu buy <> wifi ipad <>
"But you were together so you should be thinkin about him
",0,Non Spam,11,togeth thinkin
"hiya hows it going in sunny africa? hope u r avin a good time. give that big old silver back a big kiss from me.
",0,Non Spam,25,hiya sunni africa hope avin good time big silver big kiss
"At WHAT TIME should i come tomorrow
",0,Non Spam,7,time tomorrow
"Wanna have a laugh? Try CHIT-CHAT on your mobile now! Logon by txting the word: CHAT and send it to No: 8883 CM PO Box 4217 London W1A 6ZF 16+ 118p/msg rcvd
",1,Spam,32,wanna laugh tri chitchat mobil logon txting word chat send <number> box <number> london zf <number>+ pmsg rcvd
"""CHA QUITEAMUZING THATSCOOL BABE,PROBPOP IN & CU SATTHEN HUNNY 4BREKKIE! LOVE JEN XXX. PSXTRA LRG PORTIONS 4 ME PLEASE ""
",0,Non Spam,20,cha quiteamuz thatscool babeprobpop satthen hunni brekki love jen xxx psxtra lrg portion <number> pleas
"Omg how did u know what I ate?
",0,Non Spam,8,omg ate
"""URGENT! This is the 2nd attempt to contact U!U have WON £1000CALL 09071512432 b4 300603t&csBCM4235WC1N3XX.callcost150ppmmobilesvary. max£7. 50""
",1,Spam,17,urgent thi attempt contact uu <cur>cal <phone> tcsbcmwcnxxcallcostppmmobilesvari max<cur><number> <number>
":( but your not here....
",0,Non Spam,5,
"Not directly behind... Abt 4 rows behind ü...
",0,Non Spam,8,directli abt <number> row
"Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066
",1,Spam,21,congratul award <number> voucher gift guarante free entri <number> wkli draw txt music <number>
"Had your contract mobile 11 Mnths? Latest Motorola, Nokia etc. all FREE! Double Mins & Text on Orange tariffs. TEXT YES for callback, no to remove from records
",1,Spam,28,contract mobil <number> mnth latest motorola nokia free doubl min text orang tariff text ye callback remov record
"Urgent! call 09066350750 from your landline. Your complimentary 4* Ibiza Holiday or 10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150 ppm 18+
",1,Spam,26,urgent <phone> landlin complimentari <number> ibiza holiday <number> cash await collect sae box <number> sk wp <number> ppm <number>+
"No plans yet. What are you doing ?
",0,Non Spam,8,plan
"Hi ....My engagement has been fixd on  &lt;#&gt; th of next month. I know its really shocking bt....hmm njan vilikkam....t ws al of a sudn;-(.
",0,Non Spam,25,engag ha fixd <> month realli shock bthmm njan vilikkamt ws sudn
"Not course. Only maths one day one chapter with in one month we can finish.
",0,Non Spam,15,cours onli math day chapter month finish
"Wow didn't think it was that common. I take it all back ur not a freak! Unless u chop it off:-)
",0,Non Spam,21,wow didnt common freak chop
"Noooooooo please. Last thing I need is stress. For once in your life be fair.
",0,Non Spam,15,noooooooo pleas thing stress onc life fair
"U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08718727870150ppm
",1,Spam,24,secret admir <number> contact ufind rreveal specialcal <phone>stopsmsppm
"I'll see if I can swing by in a bit, got some things to take care of here firsg
",0,Non Spam,19,ill swing bit thing care firsg
"I wanted to wish you a Happy New Year and I wanted to talk to you about some legal advice to do with when Gary and I split but in person. I'll make a trip to Ptbo for that. I hope everything is good with you babe and I love ya :)
",0,Non Spam,52,happi year talk legal advic gari split person ill trip ptbo hope everyth good babe love ya
"Have you not finished work yet or something?
",0,Non Spam,8,finish work someth
"Right it wasnt you who phoned it was someone with a number like yours!
",0,Non Spam,14,phone someon number
"It's ok i wun b angry. Msg u aft i come home tonight.
",0,Non Spam,13,wun angri msg aft tonight
"I had a good time too. Its nice to do something a bit different with my weekends for a change. See ya soon
",0,Non Spam,23,good time nice someth bit differ weekend chang ya
"Yo sorry was in the shower sup
",0,Non Spam,7,yo sorri shower
"Carlos is down but I have to pick it up from him, so I'll swing by usf in a little bit
",0,Non Spam,21,carlo pick ill swing usf littl bit
"Full heat pa:-) i have applyed oil pa.
",0,Non Spam,8,heat pa appli oil pa
"I'm stuck in da middle of da row on da right hand side of da lt... 
",0,Non Spam,16,stuck middl row hand
"Have you laid your airtel line to rest?
",0,Non Spam,8,laid airtel rest
"Hi did u decide wot 2 get 4 his bday if not ill prob jus get him a voucher frm virgin or sumfing 
",0,Non Spam,23,decid wot <number> <number> bday ill prob voucher frm virgin sumf
"FreeMsg: Txt: CALL to No: 86888 & claim your reward of 3 hours talk time to use from your phone now! Subscribe6GBP/mnth inc 3hrs 16 stop?txtStop
",1,Spam,26,freemsg txt <number> claim reward <number> hour talk time phone subscribegbpmnth <number> stoptxtstop
"""Hey j! r u feeling any better, hopeSo hunny. i amnow feelin ill & ithink i may have tonsolitusaswell! damn iam layin in bedreal bored. lotsof luv me xxxx""
",0,Non Spam,29,hey feel ani hopeso hunni amnow feelin ill ithink tonsolitusaswel damn iam layin bedreal bore lotsof luv xxxx
"And I don't plan on staying the night but I prolly won't be back til late
",0,Non Spam,16,dont plan stay night prolli late
"THANX 4 PUTTIN DA FONE DOWN ON ME!!
",0,Non Spam,8,<number> puttin fone
"I need an 8th but I'm off campus atm, could I pick up in an hour or two?
",0,Non Spam,18,campu atm pick hour
"Oh... Haha... Den we shld had went today too... Gee, nvm la... Kaiez, i dun mind goin jazz oso... Scared hiphop open cant catch up... 
",0,Non Spam,25,haha den shld today gee nvm kaiez dun mind goin jazz oso scare hiphop open catch
"Been running but only managed 5 minutes and then needed oxygen! Might have to resort to the roller option!
",0,Non Spam,19,onli manag <number> minut oxygen resort roller option
"We live in the next  &lt;#&gt; mins
",0,Non Spam,7,live <> min
"Y de asking like this.
",0,Non Spam,5,thi
"Just glad to be talking to you.
",0,Non Spam,7,glad talk
"Wat time ü finish?
",0,Non Spam,4,wat time finish
"Sorry da. I gone mad so many pending works what to do.
",0,Non Spam,12,sorri mad mani pend work
"How much you got for cleaning
",0,Non Spam,6,clean
"hows my favourite person today? r u workin hard? couldn't sleep again last nite nearly rang u at 4.30
",0,Non Spam,19,favourit person today workin hard sleep nite nearli rang <number>
"Sunshine Quiz! Win a super Sony DVD recorder if you canname the capital of Australia? Text MQUIZ to 82277. B
",1,Spam,20,sunshin quiz win super soni dvd record cannam capit australia text mquiz <number>
"Ü called dad oredi...
",0,Non Spam,4,dad oredi
"Good. do you think you could send me some pix? I would love to see your top and bottom...
",0,Non Spam,19,good send pix love
"Nvm... I'm going to wear my sport shoes anyway... I'm going to be late leh.
",0,Non Spam,15,nvm wear sport shoe late leh
"Sorry, I'll call later In meeting.
",0,Non Spam,6,sorri ill meet
"THIS IS A LONG FUCKIN SHOWR
",0,Non Spam,6,thi long fuckin showr
"Received, understood n acted upon!
",0,Non Spam,5,receiv understood
"They finally came to fix the ceiling.
",0,Non Spam,7,final ceil
"U need my presnts always bcz U cant mis love. ""jeevithathile irulinae neekunna prakasamanu sneham"" prakasam ennal prabha 'That mns prabha is'LOVE' Got it. Dont mis me....
",0,Non Spam,27,presnt alway bcz mi love jeevithathil irulina neekunna prakasamanu sneham prakasam ennal prabha prabha islov dont mi
"Jus finish blowing my hair. U finish dinner already?
",0,Non Spam,9,finish blow hair finish dinner alreadi
"I'm on the bus. Love you
",0,Non Spam,6,love
"Lol ... I knew that .... I saw him in the dollar store
",0,Non Spam,13,lol knew dollar store
"Todays Voda numbers ending with 7634 are selected to receive a £350 reward. If you have a match please call 08712300220 quoting claim code 7684 standard rates apply.
",1,Spam,28,today voda number <number> select receiv <cur><number> reward match pleas <phone> quot claim code <number> standard rate appli
"Only saturday and sunday holiday so its very difficult:)
",0,Non Spam,9,onli saturday sunday holiday veri difficult
